Date,State,Tax_Collection,Government_Spending,Budget_Deficit
2024-06-21,Tamil Nadu,35398755,66235754,11390294
2024-06-22,Tamil Nadu,59696707,83804044,2967109
2024-06-23,Karnataka,71085081,68940979,13532968
2024-06-24,Delhi,46823564,40722132,9833706
2024-06-25,Gujarat,71204935,66239344,13899915
2024-06-26,Gujarat,46675892,86937842,2567471
2024-06-27,Tamil Nadu,44932489,71547731,1732274
2024-06-28,Karnataka,78156009,49876659,1082608
2024-06-29,Karnataka,35904119,40450957,10323158
2024-06-30,Maharashtra,52746335,57306482,5432959
2024-07-01,Delhi,64127436,75574876,12314958
2024-07-02,Maharashtra,47019078,73045019,10737971
2024-07-03,Delhi,64382910,53348014,13013925
2024-07-04,Tamil Nadu,69349528,83576645,8903672
2024-07-05,Gujarat,31294510,84348214,12977629
2024-07-06,Maharashtra,64989088,76348943,7078236
2024-07-07,Karnataka,57449238,79250244,8711076
2024-07-08,Delhi,42697392,35673247,4624869
2024-07-09,Gujarat,64931904,85747505,2900328
2024-07-10,Tamil Nadu,74534628,68630155,7454148
2024-07-11,Karnataka,61366887,42097857,8328379
2024-07-12,Maharashtra,52361861,37960996,9191164
2024-07-13,Tamil Nadu,53482301,35026729,4368141
2024-07-14,Maharashtra,40996769,76946978,13408712
2024-07-15,Maharashtra,69080334,86552988,6201885
2024-07-16,Delhi,70448525,88472193,4370578
2024-07-17,Karnataka,38329595,73886165,3432156
2024-07-18,Karnataka,42238670,87594739,3658025
2024-07-19,Tamil Nadu,52927906,60604706,2437962
2024-07-20,Delhi,54087126,62655257,4716621
2024-07-21,Karnataka,35851591,56300267,4007062
2024-07-22,Gujarat,33932438,45273682,4004838
2024-07-23,Karnataka,52704129,89040883,11495373
2024-07-24,Gujarat,48360089,72531344,10207496
2024-07-25,Delhi,51017738,76291511,7692466
2024-07-26,Delhi,63495387,68767580,1570167
2024-07-27,Maharashtra,31704733,72922555,13695096
2024-07-28,Gujarat,50862961,58922967,13899736
2024-07-29,Karnataka,37037898,41972138,7035017
2024-07-30,Delhi,51522473,52837779,9291281
2024-07-31,Tamil Nadu,37683650,88702868,2020495
2024-08-01,Tamil Nadu,47765684,71770105,5149156
2024-08-02,Delhi,39774310,66522774,14248223
2024-08-03,Gujarat,77824883,50147571,1501082
2024-08-04,Tamil Nadu,35722450,63330261,2967457
2024-08-05,Tamil Nadu,32717784,83372309,13224259
2024-08-06,Tamil Nadu,34446399,43904535,7173098
2024-08-07,Maharashtra,63007862,44101929,11413953
2024-08-08,Maharashtra,33298856,63082974,9277119
2024-08-09,Maharashtra,33007886,57839026,11720531
2024-08-10,Maharashtra,36052470,66498972,2684737
2024-08-11,Tamil Nadu,79569916,62551783,14669475
2024-08-12,Maharashtra,61693102,82010228,6651154
2024-08-13,Delhi,71627685,72687346,1578989
2024-08-14,Tamil Nadu,55990970,77383895,1167750
2024-08-15,Karnataka,61407697,56909097,12796490
2024-08-16,Karnataka,42349144,48272735,10144487
2024-08-17,Delhi,71716632,66582220,8170683
2024-08-18,Karnataka,67028526,44615816,14502603
2024-08-19,Delhi,79976142,43202032,7212360
2024-08-20,Tamil Nadu,70392793,44953684,9906043
2024-08-21,Karnataka,35836777,49722412,13297629
2024-08-22,Delhi,37489698,71736142,3762948
2024-08-23,Karnataka,61998489,67707777,13862672
2024-08-24,Gujarat,61716131,46264588,6108063
2024-08-25,Tamil Nadu,75202641,38006359,7179403
2024-08-26,Delhi,41576692,42670040,1733397
2024-08-27,Delhi,41284938,67807235,3448831
2024-08-28,Maharashtra,54271214,88946059,6737577
2024-08-29,Delhi,47847863,42757324,4309577
2024-08-30,Karnataka,61022602,86230311,11954222
2024-08-31,Gujarat,69700144,76317714,4899462
2024-09-01,Delhi,30075350,39946186,10066243
2024-09-02,Gujarat,43789646,87237573,13506573
2024-09-03,Maharashtra,76668388,38703253,2764515
2024-09-04,Gujarat,44223375,73526003,14467131
2024-09-05,Karnataka,36690882,78977129,3556869
2024-09-06,Delhi,43631437,84390770,2241885
2024-09-07,Delhi,76760428,53992951,14045265
2024-09-08,Delhi,67483276,70861706,11154804
2024-09-09,Karnataka,53307234,63997606,5698010
2024-09-10,Gujarat,68542507,42601388,3850512
2024-09-11,Gujarat,59268543,85976132,1442241
2024-09-12,Maharashtra,71758857,82683081,8584594
2024-09-13,Karnataka,77410789,81585148,13521341
2024-09-14,Tamil Nadu,74921680,40802766,8298212
2024-09-15,Maharashtra,42278856,46938512,10212400
2024-09-16,Gujarat,48063709,49985803,8280081
2024-09-17,Delhi,61523032,82870701,12170245
2024-09-18,Gujarat,48745189,80636305,4444800
2024-09-19,Tamil Nadu,53222451,58733841,3211081
2024-09-20,Maharashtra,59378306,77166636,8091247
2024-09-21,Karnataka,60533036,37557680,14683160
2024-09-22,Karnataka,54193601,55375082,11466815
2024-09-23,Tamil Nadu,37598420,59994122,5174114
2024-09-24,Karnataka,41120584,63040045,14819895
2024-09-25,Maharashtra,47216398,49970815,12820259
2024-09-26,Tamil Nadu,51682392,35594717,13216471
2024-09-27,Delhi,61259786,88620289,10558626
2024-09-28,Gujarat,68950736,64631350,1233704
2024-09-29,Delhi,68367250,38274257,12429567
2024-09-30,Delhi,75541923,87159547,2650163
2024-10-01,Gujarat,64292376,77512635,8461944
2024-10-02,Gujarat,63092478,75900166,9896617
2024-10-03,Gujarat,62397899,48407829,13757250
2024-10-04,Karnataka,33281447,47275802,8632129
2024-10-05,Tamil Nadu,58870310,67215006,6880957
2024-10-06,Maharashtra,44276341,39813520,6418722
2024-10-07,Delhi,42125695,39962127,7629668
2024-10-08,Maharashtra,65252186,36422690,12436055
2024-10-09,Karnataka,37717357,77060846,11378907
2024-10-10,Maharashtra,65197635,58689705,14843805
2024-10-11,Gujarat,31913315,42103403,12832289
2024-10-12,Maharashtra,33994113,67609631,2565435
2024-10-13,Gujarat,35587543,66598032,13645494
2024-10-14,Gujarat,39991258,36327778,6623588
2024-10-15,Tamil Nadu,30059028,50514570,2939893
2024-10-16,Gujarat,79590804,49278323,11344227
2024-10-17,Tamil Nadu,33161127,85247362,11831554
2024-10-18,Karnataka,50639849,77897292,9893435
2024-10-19,Maharashtra,34979537,51333830,5329519
2024-10-20,Tamil Nadu,55072723,68306453,2758855
2024-10-21,Tamil Nadu,74076702,63098601,9509167
2024-10-22,Maharashtra,45831028,85820658,10545600
2024-10-23,Karnataka,37481118,65853253,10943484
2024-10-24,Maharashtra,61991096,64687345,2030063
2024-10-25,Karnataka,75687026,42273600,3422101
2024-10-26,Delhi,55796934,44794557,12509170
2024-10-27,Delhi,79400521,83484965,3381759
2024-10-28,Maharashtra,61939847,85215197,4018706
2024-10-29,Karnataka,47668878,53971638,7772767
2024-10-30,Tamil Nadu,74817448,81600123,3674025
2024-10-31,Delhi,33373042,89539246,2418232
2024-11-01,Gujarat,76141045,45033254,1927668
2024-11-02,Maharashtra,68253721,60604142,6412947
2024-11-03,Maharashtra,70536442,44252145,2387697
2024-11-04,Delhi,45384769,35633881,14993002
2024-11-05,Tamil Nadu,60143390,69000301,5781256
2024-11-06,Delhi,51310386,87790726,6110519
2024-11-07,Tamil Nadu,42982562,54260129,11829600
2024-11-08,Karnataka,67671217,45149603,6207556
2024-11-09,Gujarat,58002544,54778549,7752953
2024-11-10,Gujarat,35953067,57447550,1244139
2024-11-11,Maharashtra,31051703,85234684,5897769
2024-11-12,Tamil Nadu,51036051,42682511,10796711
2024-11-13,Delhi,58797296,62655345,2822049
2024-11-14,Maharashtra,76644714,54034055,10654594
2024-11-15,Delhi,53515005,50197189,11845445
2024-11-16,Delhi,40800767,64254477,12904260
2024-11-17,Tamil Nadu,53068188,63331273,13337621
2024-11-18,Karnataka,46171093,52460812,4479676
2024-11-19,Gujarat,72682994,62628917,6660723
2024-11-20,Karnataka,68409460,80122787,6145885
2024-11-21,Tamil Nadu,55369209,76208981,4128073
2024-11-22,Tamil Nadu,44114532,88597004,9002819
2024-11-23,Tamil Nadu,38190878,64263274,12267390
2024-11-24,Gujarat,38865678,69314076,7782148
2024-11-25,Tamil Nadu,49881345,67159305,14032075
2024-11-26,Karnataka,64489718,50236536,9977897
2024-11-27,Karnataka,48902633,48298008,5965127
2024-11-28,Maharashtra,57720187,71295780,12324138
2024-11-29,Tamil Nadu,57872790,60188350,1452349
2024-11-30,Gujarat,64622550,42198493,1940289
2024-12-01,Tamil Nadu,39272435,62392724,10830632
2024-12-02,Karnataka,48635032,38485557,1611886
2024-12-03,Maharashtra,75119756,72984779,10940970
2024-12-04,Maharashtra,59391145,75606232,7081301
2024-12-05,Maharashtra,58308009,55784812,13472694
2024-12-06,Gujarat,66851738,38081024,9287013
2024-12-07,Maharashtra,31829416,55606485,7261911
2024-12-08,Delhi,32338261,76732299,10892249
2024-12-09,Tamil Nadu,68497802,53923575,11315147
2024-12-10,Gujarat,69240689,85882570,11663926
2024-12-11,Delhi,69849600,77182818,1987727
2024-12-12,Gujarat,40652627,74062175,7210440
2024-12-13,Delhi,46899790,67458290,5855410
2024-12-14,Gujarat,62804440,49230851,13192312
2024-12-15,Delhi,53467726,44004926,8913258
2024-12-16,Gujarat,77653061,59139997,7398589
2024-12-17,Delhi,65146451,88335232,13014012
2024-12-18,Maharashtra,63596674,68632603,3482324
2024-12-19,Karnataka,30753570,82148055,11388395
2024-12-20,Maharashtra,50227594,62250698,3162708
2024-12-21,Maharashtra,33984477,48915715,13293408
2024-12-22,Tamil Nadu,51342683,72055652,11000906
2024-12-23,Karnataka,47597128,69435032,10490457
2024-12-24,Delhi,57799425,71797984,1500019
2024-12-25,Maharashtra,50957919,42144007,10231422
2024-12-26,Tamil Nadu,40153664,49704455,12474834
2024-12-27,Karnataka,73277608,43058781,3028371
2024-12-28,Delhi,55749082,76648439,7980129
2024-12-29,Gujarat,36766335,85194055,13900442
2024-12-30,Gujarat,49738729,88664935,6374692
2024-12-31,Gujarat,33865883,57802780,2584305
2025-01-01,Tamil Nadu,48935971,80965647,13273453
2025-01-02,Karnataka,72797460,53054940,9594542
2025-01-03,Tamil Nadu,39938963,88742390,12160015
2025-01-04,Karnataka,59087558,56834740,2423210
2025-01-05,Maharashtra,34788020,47373984,1412388
2025-01-06,Karnataka,75706973,62362060,5237040
2025-01-07,Delhi,41924566,35369302,11147210
2025-01-08,Maharashtra,56295961,40230466,13808585
2025-01-09,Delhi,65742210,39136345,8279563
2025-01-10,Delhi,60422318,75250077,4471447
2025-01-11,Delhi,47005289,35716195,10577838
2025-01-12,Tamil Nadu,62816823,68560040,1215182
2025-01-13,Maharashtra,39183152,66173212,3999947
2025-01-14,Delhi,67962293,48417613,12038736
2025-01-15,Gujarat,40318641,79796340,8425834
2025-01-16,Gujarat,43525284,56518809,1861060
2025-01-17,Tamil Nadu,51777162,80431691,13341576
2025-01-18,Tamil Nadu,54897853,50134985,1507124
2025-01-19,Karnataka,41536338,50647805,10517031
2025-01-20,Gujarat,75398335,61132086,7274285
2025-01-21,Karnataka,35994102,84383382,4904575
2025-01-22,Tamil Nadu,42240441,69867696,5023210
2025-01-23,Maharashtra,60909815,84680352,1821352
2025-01-24,Tamil Nadu,44223562,81567334,7001048
2025-01-25,Gujarat,75068776,42078618,12232903
2025-01-26,Karnataka,66960706,47207699,9790855
2025-01-27,Karnataka,36072592,87779024,7478538
2025-01-28,Karnataka,33409029,47555567,3199566
2025-01-29,Maharashtra,46432851,44437255,4651166
2025-01-30,Delhi,35649146,55318629,2905270
2025-01-31,Delhi,49371712,50692398,14389181
2025-02-01,Delhi,70098218,50032938,10123867
2025-02-02,Gujarat,78088594,76244069,11225271
2025-02-03,Maharashtra,31632705,73672573,1981571
2025-02-04,Maharashtra,30793459,66376400,11913021
2025-02-05,Gujarat,43031008,55762010,4257691
2025-02-06,Tamil Nadu,72337284,61841924,8363177
2025-02-07,Gujarat,72810676,66948263,11402872
2025-02-08,Maharashtra,66542610,78695128,1360308
2025-02-09,Karnataka,70013844,39425707,10905798
2025-02-10,Maharashtra,77478161,57838901,10135782
2025-02-11,Maharashtra,33043223,78141821,6324441
2025-02-12,Maharashtra,56413696,66532160,1735536
2025-02-13,Karnataka,73048344,37704931,8698137
2025-02-14,Tamil Nadu,66185932,67596082,6655653
2025-02-15,Delhi,72974935,57026527,9073278
2025-02-16,Gujarat,65516069,75262520,7543857
2025-02-17,Gujarat,44954262,67481847,1123745
2025-02-18,Delhi,44314631,81750820,9031351
2025-02-19,Tamil Nadu,65077586,81357562,13081497
2025-02-20,Karnataka,33836553,46064429,12211602
2025-02-21,Maharashtra,38126890,48585263,2279112
2025-02-22,Karnataka,74302082,51404644,1432890
2025-02-23,Delhi,34555813,54960058,3961890
2025-02-24,Maharashtra,47141091,63311795,11516976
2025-02-25,Tamil Nadu,64646014,40594793,8507846
2025-02-26,Karnataka,69015977,42785509,11016428
2025-02-27,Maharashtra,75090408,56133338,1456630
2025-02-28,Karnataka,42576140,56137773,10261255
2025-03-01,Tamil Nadu,70812362,81988736,10645910
2025-03-02,Tamil Nadu,68214720,67850452,4730704
2025-03-03,Gujarat,55627434,67412541,2360656
2025-03-04,Maharashtra,46264678,36633413,3824467
2025-03-05,Delhi,70625987,57000012,1605538
2025-03-06,Maharashtra,58505788,44558021,12242800
2025-03-07,Delhi,30202953,41380035,7147063
2025-03-08,Delhi,70516122,71792093,12959108
2025-03-09,Delhi,76471255,52098933,2190885
2025-03-10,Gujarat,34762406,61543011,4037022
2025-03-11,Karnataka,39515286,82635787,9857192
2025-03-12,Karnataka,71935926,80837584,10241167
2025-03-13,Delhi,47179189,79804538,2008999
2025-03-14,Gujarat,39750860,37942862,14114248
2025-03-15,Maharashtra,64444760,56511490,3754837
2025-03-16,Gujarat,46238878,36226460,13004736
2025-03-17,Gujarat,35053343,78961592,13620664
2025-03-18,Gujarat,76506071,72018484,9419064
2025-03-19,Tamil Nadu,64406276,57819052,6992623
2025-03-20,Tamil Nadu,69033995,44348870,5979479
2025-03-21,Karnataka,40356437,76127665,13375458
2025-03-22,Gujarat,73455713,37865396,6946421
2025-03-23,Delhi,62845921,71022349,4473258
2025-03-24,Tamil Nadu,33166371,84835603,7979329
2025-03-25,Maharashtra,45412643,53795045,4956510
2025-03-26,Karnataka,39796662,53794009,2608995
2025-03-27,Tamil Nadu,49700954,53873792,13809645
2025-03-28,Gujarat,40417399,83318736,7198141
2025-03-29,Karnataka,71228454,81387389,3988111
2025-03-30,Karnataka,48480251,46285393,1748875
2025-03-31,Gujarat,48920835,55893247,7520805
2025-04-01,Delhi,43538245,56436930,9325360
2025-04-02,Gujarat,43904300,43638018,6286770
2025-04-03,Karnataka,79787716,73943229,5309519
2025-04-04,Tamil Nadu,67751354,74775346,9008782
2025-04-05,Karnataka,76530942,61006940,2601158
2025-04-06,Gujarat,48790726,44325936,4499960
2025-04-07,Maharashtra,32401806,46701803,9881549
2025-04-08,Tamil Nadu,78380463,55309961,5923425
2025-04-09,Maharashtra,73219129,76209836,3412742
2025-04-10,Karnataka,41868562,65187826,3926853
2025-04-11,Karnataka,60991434,35248788,7924578
2025-04-12,Tamil Nadu,61803072,77556439,5696367
2025-04-13,Tamil Nadu,56941650,39833995,4400477
2025-04-14,Tamil Nadu,68233880,57690131,7634826
2025-04-15,Delhi,48347594,77809343,11599583
2025-04-16,Tamil Nadu,53392997,61195632,12539668
2025-04-17,Maharashtra,68601485,39926691,10941363
2025-04-18,Delhi,65002917,72437237,13001674
2025-04-19,Tamil Nadu,43921857,59405280,13337309
2025-04-20,Gujarat,51067924,85521754,7136386
2025-04-21,Delhi,44251963,44804548,10921373
2025-04-22,Gujarat,44464589,74757531,2644148
2025-04-23,Tamil Nadu,52880007,67464873,6091666
2025-04-24,Maharashtra,49196916,68834975,8259577
2025-04-25,Gujarat,33875078,81888508,7234071
2025-04-26,Maharashtra,70165437,46155639,2409839
2025-04-27,Karnataka,57721035,46154512,5261079
2025-04-28,Delhi,39146139,42563803,14884850
2025-04-29,Tamil Nadu,33403689,57336659,10561678
2025-04-30,Delhi,75923855,80084659,8548305
2025-05-01,Karnataka,46983021,75126272,7236190
2025-05-02,Tamil Nadu,78890143,43926783,1144970
2025-05-03,Tamil Nadu,44663602,62903481,8520662
2025-05-04,Tamil Nadu,73144024,43063245,4664858
2025-05-05,Maharashtra,73070158,67366714,14912710
2025-05-06,Maharashtra,36034467,47465687,2278286
2025-05-07,Delhi,49235949,54372490,6433211
2025-05-08,Maharashtra,33142397,51451572,12635109
2025-05-09,Delhi,69121397,59468086,3832884
2025-05-10,Maharashtra,60656163,63529916,3301768
2025-05-11,Maharashtra,47432572,88201095,1831669
2025-05-12,Gujarat,46759788,49463094,14860558
2025-05-13,Tamil Nadu,78238646,65841938,7791147
2025-05-14,Karnataka,59176931,76220134,12606134
2025-05-15,Delhi,56401666,49906963,14482802
2025-05-16,Maharashtra,64634979,81937246,12287846
2025-05-17,Gujarat,38467611,76982888,5195758
2025-05-18,Gujarat,37071626,38721372,6695312
2025-05-19,Tamil Nadu,57447905,71614199,14849598
2025-05-20,Tamil Nadu,68640420,85104147,3387503
2025-05-21,Gujarat,69293037,40655065,9650014
2025-05-22,Maharashtra,46049841,60180405,1268260
2025-05-23,Gujarat,79359914,79586207,2059076
2025-05-24,Maharashtra,77086832,60207860,8763953
2025-05-25,Tamil Nadu,61539082,60422951,9703352
2025-05-26,Karnataka,59439310,88746199,14165710
2025-05-27,Karnataka,51212918,39791711,11448997
2025-05-28,Karnataka,43990992,58309627,10831171
2025-05-29,Delhi,46803519,88548958,4557758
2025-05-30,Maharashtra,56491092,66723800,10353878
2025-05-31,Tamil Nadu,66760576,82019313,1913812
2025-06-01,Maharashtra,78958976,44701204,5894996
2025-06-02,Gujarat,54499956,39710545,6203912
2025-06-03,Karnataka,43042178,51091699,9299754
2025-06-04,Maharashtra,51654975,77460097,7704090
2025-06-05,Maharashtra,76668312,67842234,4023199
2025-06-06,Delhi,31747090,82459035,6060367
2025-06-07,Tamil Nadu,71067004,58730460,4916247
2025-06-08,Delhi,61970142,44862228,6642369
2025-06-09,Delhi,60446107,44577197,2296918
2025-06-10,Delhi,52011991,79997798,2715768
2025-06-11,Delhi,50242697,76988898,11967894
2025-06-12,Tamil Nadu,77138123,58490406,3513682
2025-06-13,Gujarat,65965160,80292058,3242309
2025-06-14,Gujarat,48432957,47088949,4115419
2025-06-15,Delhi,39020265,83939035,2548133
2025-06-16,Delhi,75780606,38471689,10784688
2025-06-17,Gujarat,53812679,80359342,7771118
2025-06-18,Tamil Nadu,48209713,77353234,4949072
2025-06-19,Tamil Nadu,76913160,85331776,12456938
2025-06-20,Gujarat,55224376,59747659,14409099
2025-06-21,Karnataka,62876966,44273611,5692522
2025-06-22,Maharashtra,43019339,88122009,4437049
