State,Year,Literacy_Rate,Employment_Rate,Unemployment_Rate,Average_Income,PM2_5_Level,Green_Cover_Percentage,Total_Crime_Cases,Health_Spending_Crore,Education_Spending_Crore
Tamil Nadu,2013,81.77672871736019,81.21432041412412,19.45,21533,66.40825084594923,15.57,157392,65680,61717
Tamil Nadu,2014,83.15993928056453,87.4965922369325,12.66,23512,69.89315991858136,14.84,220467,62662,27688
Tamil Nadu,2015,85.88855753366994,85.21674830589212,14.48,23466,82.5758823053096,11.81,306256,52107,66663
Tamil Nadu,2016,83.30096573650447,89.08795209758534,11.14,24598,93.3103458831643,10.33,184754,21411,17911
Tamil Nadu,2017,83.0990725504957,93.88045484489051,5.89,24201,83.05327089637802,23.51,354728,49384,62254
Tamil Nadu,2018,86.91608900645278,90.09269981541843,9.56,24032,71.50605283654664,13.5,371807,26371,17049
Tamil Nadu,2019,91.60849727328055,93.90281866588352,5.52,26770,72.94525227041493,15.58,323714,25151,66407
Tamil Nadu,2020,91.45856596885056,92.43408559662414,6.69,29212,73.59675905030554,22.84,293946,42711,20539
Tamil Nadu,2021,92.10034888385253,88.90503814672027,10.9,24323,73.26499953960885,10.1,328047,31357,17869
Tamil Nadu,2022,89.6976125393859,94.99902674496006,5.08,26230,70.1160557528706,10.36,241412,13987,73871
Tamil Nadu,2023,93.02031001325227,92.69168816499256,7.26,31237,61.01149047801475,17.35,169830,27429,21893
Tamil Nadu,2024,93.24336678410069,94.47201653602633,5.32,30523,73.82669822209898,28.12,180746,59377,63404
Bihar,2010,72.45053395041515,90.36712696965161,9.16,14922,86.85691845483069,13.54,274123,28589,58484
Bihar,2011,73.07658779409266,93.55412309584248,6.75,15946,78.20599466874877,29.06,153420,10301,60236
Bihar,2012,74.17412092547809,94.04143404002672,5.3,16028,76.42078150421779,15.37,366386,36641,49584
Bihar,2013,74.42879490775076,93.04801395692174,7.34,18375,75.34467697355866,11.41,392289,14014,26093
Bihar,2014,76.37768784473471,83.30889149053664,16.19,17749,95.76834834250201,12.73,359141,64748,20801
Bihar,2015,77.73883976539433,91.77378238132349,7.85,20457,77.09204696424308,28.26,368617,12368,21655
Bihar,2016,77.83857926041276,80.02660740469217,19.24,21646,87.23830709554657,18.77,274862,62921,64726
Bihar,2017,81.64065802596122,92.32929892655719,7.42,22638,83.69749919888413,15.01,220313,63006,30338
Bihar,2018,77.77915544907398,88.31765622923899,12.17,23234,92.55430957689842,11.71,347484,68335,71179
Bihar,2019,79.44418984364097,90.74781404422197,9.51,20294,72.5239499447143,12.65,383841,27019,88847
Bihar,2020,79.6618650451683,87.06921105601401,13.42,20472,88.83609717121091,18.18,216617,26896,61175
Bihar,2021,82.27790219680455,90.98107127296697,9.28,25506,91.40074127099547,15.6,284415,23500,68222
Bihar,2022,83.63814906963493,85.98816508573482,13.46,27055,89.75310407245132,13.17,353861,71389,24435
Bihar,2023,79.6421796408608,80.44460538783622,19.39,29207,76.45151433949707,24.07,376507,53919,50247
Bihar,2024,86.8804801044201,84.79990043544127,14.81,26476,77.16880177929,28.98,247379,78385,55158
Karnataka,2010,60.97383969423078,90.92528745201953,9.74,19201,88.45610680509849,28.88,312049,59115,75890
Karnataka,2011,61.2076913513508,89.56160567678684,9.84,20102,84.95158959044052,26.41,253691,48304,84449
Karnataka,2012,61.77057982793642,84.55684884469456,15.89,20501,79.50980950760162,17.55,247532,37350,40351
Karnataka,2013,62.831643935773066,90.66647693505438,9.78,21416,80.45918721349071,23.86,188513,36092,26338
Karnataka,2014,64.71054751314796,91.94481010085805,8.97,23450,66.46127048161844,15.64,194425,48756,33888
Karnataka,2015,65.16334690073764,88.43515670368525,11.36,24262,81.15185492831053,21.61,369798,17357,47479
Karnataka,2016,66.75254817168873,86.78616107979009,13.57,25354,80.32927518298209,25.09,302424,65069,29397
Karnataka,2017,66.75564864872861,86.98082591826943,14.16,24159,91.84391873289844,23.54,313379,64098,75921
Karnataka,2018,67.24701015987662,86.42117916153316,13.27,24843,85.41069377099738,16.57,292202,70566,81703
Karnataka,2019,69.9231897897732,80.60247987623383,18.63,26816,85.25738334134046,18.83,188102,16801,87267
Karnataka,2020,71.16946449952914,91.60999498304612,7.45,30269,77.70541297086083,26.77,171677,56732,65343
Karnataka,2021,65.9398343376972,92.68635601443066,7.67,30139,98.15047240674555,28.94,318152,11324,50909
Karnataka,2022,71.99112751473757,86.2884248959707,12.77,28376,84.1177104887857,24.1,175289,65129,30485
Karnataka,2023,71.62695392482946,79.98384047353105,19.83,29966,88.6789425984496,24.92,389564,71629,81040
Karnataka,2024,71.1497908909698,84.50865659351949,15.71,34713,75.39260743736877,14.47,264821,77641,51395
Gujarat,2010,84.62531504963678,93.96258776841496,6.13,14672,78.04140199674336,11.51,221726,27640,67528
Gujarat,2011,85.67459356507383,87.03272243209209,13.18,15611,57.584384206763325,21.69,300159,51430,39504
Gujarat,2012,87.04736073428089,94.49114492790042,5.62,15753,65.82880901613056,16.71,159337,56427,76529
Gujarat,2013,87.31484992097812,84.07943290665669,16.56,16730,71.97393557091867,17.21,154835,30159,62605
Gujarat,2014,86.74490932846426,83.7238418096306,15.8,17823,59.172090575319984,12.66,272402,55445,20713
Gujarat,2015,88.28937117269072,88.38150243077074,11.28,20389,78.99402166094383,11.65,208141,33793,71570
Gujarat,2016,87.97628685060137,80.0136702773646,19.6,19253,79.76080423767526,17.62,170309,16970,87474
Gujarat,2017,91.6899409674476,81.36509590593131,19.05,18352,60.15764451624555,12.68,150404,50943,62926
Gujarat,2018,93.22368312680872,92.64019929419753,7.81,24270,75.50580771162161,25.38,160916,14809,47201
Gujarat,2019,90.84273534766467,83.84561265965925,16.38,20463,72.94377131503137,15.03,203932,27100,72091
Gujarat,2020,91.60354033464348,90.67174683344496,9.92,23998,62.48494770596199,23.43,339089,71877,58125
Gujarat,2021,96.2898094180232,84.03097956631181,15.38,26458,71.32759092195329,29.36,275917,34285,52626
Gujarat,2022,92.75366522699298,82.84361205577558,17.99,20913,80.26890835605198,24.08,203682,69494,80215
Gujarat,2023,91.5037108385752,86.02161931085614,14.74,26540,87.34091827780077,17.84,304458,71886,68413
Gujarat,2024,95.60233590702305,94.02781099862287,6.34,24592,91.89383526616861,25.93,395897,65479,34963
Uttar Pradesh,2010,61.614733358847914,84.03089945438553,16.86,8550,95.61632075484951,16.83,287326,27144,39214
Uttar Pradesh,2011,62.415990165284505,81.45168839616112,17.72,9147,89.60511597861131,16.91,364879,43434,84724
Uttar Pradesh,2012,64.11524983988953,88.76777593186867,10.97,9863,101.88276993558851,26.44,368577,46668,38061
Uttar Pradesh,2013,63.694725908569524,81.44234826965902,18.19,11017,90.08848068495654,20.07,262428,33624,38321
Uttar Pradesh,2014,65.67225681471508,89.78073966187867,10.58,10779,81.81539747461017,27.47,300334,62796,19432
Uttar Pradesh,2015,65.37655289908804,91.56492963019893,7.91,13669,91.17147160179002,17.41,261317,18717,43699
Uttar Pradesh,2016,66.08022666120803,87.31874757466873,13.06,14689,89.25398432917436,10.73,392999,15126,20122
Uttar Pradesh,2017,69.90940524044376,88.36526807199836,12.32,14657,92.25861425832211,20.65,316926,56271,88688
Uttar Pradesh,2018,70.09768374200654,83.07760145004201,17.27,15708,82.98930702420226,26.81,287301,66793,62915
Uttar Pradesh,2019,67.1622806489777,85.28187551183075,14.86,16036,106.64724798701194,19.59,287443,36069,27910
Uttar Pradesh,2020,72.41299105808753,85.97606332954962,13.53,14443,70.86872279236583,15.68,344053,64553,63447
Uttar Pradesh,2021,71.28201827744297,84.91657451693732,14.66,21646,80.10180251789292,12.04,266421,11605,86158
Uttar Pradesh,2022,72.15402889914057,93.38480945264834,7.24,15288,97.62457175966892,26.12,366727,37446,28046
Uttar Pradesh,2023,68.81364365670066,80.65967450195267,19.73,21392,106.20800999484865,10.11,281189,23234,68441
Uttar Pradesh,2024,75.02909183839756,88.55049024031122,11.43,18294,94.96803221243526,25.39,287541,40105,57101
Rajasthan,2010,77.65826700881406,90.40104522711705,9.39,10394,98.10310974139512,28.64,255292,57362,35128
Rajasthan,2011,78.3553416019409,85.79709606344431,13.19,11278,92.63035953761565,20.98,189809,15287,49387
Rajasthan,2012,79.12029019705614,89.68457379065778,9.78,12458,91.16163674481248,18.24,374861,52078,27219
Rajasthan,2013,81.14841010858287,82.81570954356987,18.14,13428,127.3002222471374,28.77,234555,15415,51159
Rajasthan,2014,81.77997095097102,91.98977221449876,7.37,12785,96.46284209301847,13.27,236740,25524,34282
Rajasthan,2015,81.7918446957817,87.94473991061054,12.15,14149,110.2935188933248,27.54,365128,53303,74207
Rajasthan,2016,82.09315879042683,86.1537219865976,14.35,15337,109.6773546249163,20.05,300168,77728,49016
Rajasthan,2017,82.6560985392104,87.35253866599886,12.02,14220,93.20202428868444,14.58,161302,77506,56157
Rajasthan,2018,87.51515379598679,89.51235523739054,10.58,16269,100.8249346137201,22.4,209379,35053,24446
Rajasthan,2019,86.73530668629095,95.43895776875533,5.03,19634,99.48448434577413,24.14,182154,12336,82779
Rajasthan,2020,86.70777539073127,91.44624966095363,8.56,21531,113.46661354132036,12.21,221907,74435,55631
Rajasthan,2021,87.055589138405,89.53420152783337,11.9,19639,97.9274150630827,18.18,284828,30609,31478
Rajasthan,2022,88.83502608155659,87.6457003705609,11.52,22409,113.36485709407083,29.18,390487,22999,70318
Rajasthan,2023,89.0609391513041,94.73936426494193,5.79,18289,106.36431867236638,21.72,275885,27368,30328
Rajasthan,2024,84.48632343290471,92.99359913130176,6.92,26528,124.1730173249258,28.45,254263,10126,67329
Kerala,2010,79.3991844913674,81.94596007741833,18.44,12493,59.874717228873955,28.21,184560,32116,51244
Kerala,2011,80.38759881489122,83.01065357584963,17.21,13579,42.89593555113025,14.55,344446,78244,26694
Kerala,2012,80.61054708496992,84.663421901445,14.97,14617,40.571621102455765,10.09,163224,50738,40150
Kerala,2013,81.74479080829937,93.06449819622968,7.05,15931,36.665217115205,28.37,287855,51914,85507
Kerala,2014,84.34052304628358,82.79104927430086,16.28,16110,27.273439879279923,13.31,169956,56240,52148
Kerala,2015,82.45838385350038,89.7816237502857,10.52,15039,47.96180064010572,29.22,330912,62853,39917
Kerala,2016,82.97893765976545,95.09907923299527,5.05,17602,59.22115752724528,21.91,323021,12482,39442
Kerala,2017,86.3729621584363,85.55933008432154,14.76,18287,39.78225041206363,26.73,370178,28449,48536
Kerala,2018,86.70468355157178,87.32905916254357,13.2,19429,68.25934426648688,18.82,176737,21485,53565
Kerala,2019,88.85560129976248,81.72380992010486,18.46,19099,54.31572998746703,15.45,281026,62603,41399
Kerala,2020,89.97682927258148,89.95404470989914,10.12,17682,53.874914367126465,14.44,393671,40678,78230
Kerala,2021,84.86127574268616,81.11946583166936,18.44,24152,55.338227064464064,14.76,214929,44911,46821
Kerala,2022,90.82643727360147,91.74388961817547,7.9,26579,48.13281873000018,28.89,277157,76358,32327
Kerala,2023,87.37613912899431,90.09336731008867,10.5,25689,56.13373310561162,24.08,323952,33236,30358
Kerala,2024,90.65745722679202,89.56816770285299,11.15,22120,65.68571045631442,22.48,359829,11279,78197
West Bengal,2010,69.88998226468568,91.58094478184398,8.3,18332,64.40000420781837,19.42,318671,61920,43529
West Bengal,2011,69.95106374553595,84.05300137362664,15.97,19211,67.75652039163866,22.67,210774,33752,70029
West Bengal,2012,71.00771681945079,85.87769281250311,13.67,19518,70.35583382344349,23.66,206133,71268,53243
West Bengal,2013,70.80901709405141,81.59637842263373,18.99,20683,72.74260621601769,19.95,359483,11622,63756
West Bengal,2014,70.97696875593502,82.38270841184588,17.95,22852,64.94671443460064,22.01,197924,69052,26664
West Bengal,2015,72.6083767023419,86.72060871823187,14.25,22649,75.93864456879423,10.94,251371,48709,76120
West Bengal,2016,73.5054713587489,88.61083846141013,10.95,22363,46.58083144579683,17.11,372320,34762,26046
West Bengal,2017,75.47205709378383,94.05099605049088,5.76,23776,56.62171023471144,29.08,375685,31792,74129
West Bengal,2018,73.30160240339224,84.0457229612628,16.07,25665,68.39823930286597,21.94,216017,57304,47921
West Bengal,2019,76.83574268802023,85.4932447688629,14.83,25047,61.17010578121223,18.26,281132,65337,28350
West Bengal,2020,74.62180122318622,81.06216618122619,18.83,23349,62.335548827621295,26.15,156960,45772,36520
West Bengal,2021,82.73752552021537,86.25351945477314,13.31,25258,55.85558027223148,20.84,240327,10338,86431
West Bengal,2022,80.12867531913277,91.83070376446179,8.61,30415,67.69676313652259,28.07,227454,37935,52641
West Bengal,2023,81.01730372761862,95.35056768127279,5.01,29890,65.53814371309409,19.46,363382,54813,52198
West Bengal,2024,82.52876470715098,84.00186294971813,15.54,34391,69.69905320530873,26.89,187265,27850,81150
Madhya Pradesh,2010,60.26998874438965,81.82772140055275,18.85,15155,67.64788947894955,16.8,301734,33510,55998
Madhya Pradesh,2011,61.34411545454736,88.6750993545983,11.91,16208,76.34730149839092,27.72,229273,62393,81081
Madhya Pradesh,2012,61.931481601475795,93.1871482486239,6.88,16895,54.85735374394922,28.78,219346,49974,31371
Madhya Pradesh,2013,62.32534888774137,81.36979893118801,18.67,16734,88.79418844347158,15.43,291688,60072,39574
Madhya Pradesh,2014,63.753789510063065,91.33702888555796,8.94,17823,50.069888560412,12.21,183933,34951,47413
Madhya Pradesh,2015,65.70684126816408,90.29914846487188,9.27,19717,71.53725157503555,10.9,285566,53001,82364
Madhya Pradesh,2016,67.18844721368566,81.35501573958204,18.66,19909,64.47469103004592,27.58,278301,39757,49636
Madhya Pradesh,2017,68.5176398129845,90.07380822769541,8.85,18973,72.40798511718064,14.61,214754,44157,55042
Madhya Pradesh,2018,66.2900279818448,83.74822782275147,16.69,20199,59.84450136240018,25.59,268533,60948,88781
Madhya Pradesh,2019,71.57121987646725,92.47925338877907,6.74,25500,88.5756532311597,23.92,262855,34578,43831
Madhya Pradesh,2020,68.44122425026754,90.0917099142145,10.66,25390,59.47316815753859,10.7,252979,44701,32674
Madhya Pradesh,2021,73.02539546147507,83.81493995301678,16.02,21652,71.15287692912864,23.1,214772,68762,65106
Madhya Pradesh,2022,68.91392179720471,83.68416650903441,16.21,21197,67.49802051789486,23.91,220831,51873,24903
Madhya Pradesh,2023,73.79958725520959,80.82613304695775,18.86,29401,25.01909130344053,21.85,300201,11591,26303
Madhya Pradesh,2024,75.24022522301156,88.34598056303895,11.51,24772,56.88922525961228,27.57,157314,29623,82675
Maharashtra,2010,68.42241376517713,83.04926567257402,17.66,19408,116.23318631914168,10.41,150769,69735,77955
Maharashtra,2011,70.5775130395737,78.76609567173247,19.99,20603,107.71036528399489,22.35,235305,38693,86932
Maharashtra,2012,70.88993360221667,85.0084826930441,15.63,21265,96.61607749348082,17.33,215725,45773,82435
Maharashtra,2013,72.27567003822523,89.05901174055086,11.11,21006,94.61280481493691,22.15,377348,20627,23792
Maharashtra,2014,74.17659831411883,91.5264891760714,7.87,22261,103.69964914623858,18.8,274358,58555,32159
Maharashtra,2015,71.6040153341306,93.10234380347538,6.36,22814,91.08798149615791,23.25,169457,76557,67995
Maharashtra,2016,72.98047303216669,95.37819651360411,5.46,25664,110.07855437468582,11.77,241387,11016,70591
Maharashtra,2017,76.60198707159826,90.73724656002862,8.79,25553,97.10188473403274,21.74,344776,49099,23571
Maharashtra,2018,75.4480035692993,83.86332474470201,15.56,24334,94.64892762814739,17.9,283767,58190,20258
Maharashtra,2019,75.13065582433597,91.23865727118236,9.33,28886,100.7075414841047,22.12,284633,36854,79505
Maharashtra,2020,76.1205953428765,93.11927643814296,7.05,28771,97.97106081640608,16.22,360647,73335,25965
Maharashtra,2021,81.66966959309269,86.6110372117318,12.92,25829,99.2078139047779,24.26,334064,16910,15206
Maharashtra,2022,78.59579661654477,80.4883124877023,19.62,26314,97.92365448573479,16.29,260687,28141,86910
Maharashtra,2023,78.84314280369358,90.81712365817987,8.67,27990,96.12626717797778,11.54,225450,32299,58585
Maharashtra,2024,81.57843016187203,84.9804106992113,15.57,27442,85.63175975694048,18.33,324013,31834,33047
Tamil Nadu,2010,79.39793202849725,83.95068548243657,16.58,18753,65.18231809427766,26.36,205016,19474,73053
Tamil Nadu,2011,81.17356332550575,86.52600309941097,13.74,19408,66.6129140259303,28.86,243557,71087,83840
Tamil Nadu,2012,82.00436251161497,81.15083053062351,19.03,20108,66.19699101453003,14.94,215318,33664,82172
Tamil Nadu,2013,81.48940464898394,81.43059406243368,19.45,21533,69.95191609286765,15.57,157392,65680,61717
Tamil Nadu,2014,83.03751915703806,87.33984316369411,12.66,23512,71.04169574202434,14.84,220467,62662,27688
Tamil Nadu,2015,84.98846947415828,84.9290629372896,14.48,23466,80.3994650629483,11.81,306256,52107,66663
Tamil Nadu,2016,83.43339650599277,89.08473695641615,11.14,24598,88.4178197882376,10.33,184754,21411,17911
Tamil Nadu,2017,84.9661103141277,95.15302352476856,5.89,24201,86.72835372334083,23.51,354728,49384,62254
Tamil Nadu,2018,87.66841965793276,89.93262025340707,9.56,24032,70.50815475581756,13.5,371807,26371,17049
Tamil Nadu,2019,90.82573467604708,94.29926861665301,5.52,26770,71.71203685012392,15.58,323714,25151,66407
Tamil Nadu,2020,91.02440388729235,93.51822301905072,6.69,29212,73.32674274528087,22.84,293946,42711,20539
Tamil Nadu,2021,91.52409229933534,89.07304757549713,10.9,24323,79.1512420293515,10.1,328047,31357,17869
Tamil Nadu,2022,89.59042334037879,94.42884820981135,5.08,26230,62.49669305498025,10.36,241412,13987,73871
Tamil Nadu,2023,92.49443488058614,93.30092892811523,7.26,31237,65.46281889268549,17.35,169830,27429,21893
Tamil Nadu,2024,92.47641023642441,95.84002036100864,5.32,30523,72.8814776101104,28.12,180746,59377,63404
Bihar,2010,72.50437151645384,90.93806572951196,9.16,14922,84.42508356597101,13.54,274123,28589,58484
Bihar,2011,73.2984259414794,92.797965855132,6.75,15946,82.54843832052237,29.06,153420,10301,60236
Bihar,2012,74.25757200909597,93.92551973747327,5.3,16028,72.44298068651767,15.37,366386,36641,49584
Bihar,2013,74.56499870958827,92.7889879906106,7.34,18375,78.46770310227998,11.41,392289,14014,26093
Bihar,2014,75.65432733598335,84.36193867165814,16.19,17749,93.11205533363453,12.73,359141,64748,20801
Bihar,2015,78.12097032478471,92.38758387324769,7.85,20457,80.7037207452202,28.26,368617,12368,21655
Bihar,2016,76.68480046127858,80.75879807954058,19.24,21646,85.41351543707859,18.77,274862,62921,64726
Bihar,2017,81.58546618987313,92.28536417410534,7.42,22638,82.7739836488367,15.01,220313,63006,30338
Bihar,2018,77.23070593385788,87.28391818364095,12.17,23234,92.7405258481421,11.71,347484,68335,71179
Bihar,2019,79.66942481147242,90.90737566316244,9.51,20294,68.6181300345166,12.65,383841,27019,88847
Bihar,2020,79.81410721162827,87.0368858106928,13.42,20472,92.13631750177231,18.18,216617,26896,61175
Bihar,2021,82.40660806563176,89.94713510665463,9.28,25506,89.57099071867043,15.6,284415,23500,68222
Bihar,2022,84.56656831695662,87.33491948909035,13.46,27055,87.1035676644132,13.17,353861,71389,24435
Bihar,2023,79.62356208260091,80.897035610447,19.39,29207,80.40921635410861,24.07,376507,53919,50247
Bihar,2024,87.16378131267977,85.88979732257289,14.81,26476,74.54604932501249,28.98,247379,78385,55158
Karnataka,2010,60.560751762603054,89.58893612575744,9.74,19201,86.73893773958822,28.88,312049,59115,75890
Karnataka,2011,60.868136896339664,89.47708792229227,9.84,20102,85.93451165991905,26.41,253691,48304,84449
Karnataka,2012,61.724279852888266,84.03551534511635,15.89,20501,80.08370422619387,17.55,247532,37350,40351
Karnataka,2013,62.67338500467777,90.4713922134476,9.78,21416,88.84255699209702,23.86,188513,36092,26338
Karnataka,2014,64.73594157136374,91.92818041146349,8.97,23450,65.94896257808774,15.64,194425,48756,33888
Karnataka,2015,64.80573124428054,88.99303945690757,11.36,24262,78.98086921264586,21.61,369798,17357,47479
Karnataka,2016,66.04907547725118,86.308659361594,13.57,25354,79.82708482001527,25.09,302424,65069,29397
Karnataka,2017,66.04563754612951,85.32681539616706,14.16,24159,91.04676923889525,23.54,313379,64098,75921
Karnataka,2018,67.96642245057056,87.34500028635958,13.27,24843,83.40505424196962,16.57,292202,70566,81703
Karnataka,2019,69.9399281959987,80.88764728712465,18.63,26816,89.32911163700776,18.83,188102,16801,87267
Karnataka,2020,69.68616242953702,93.36423427738616,7.45,30269,79.89292698589227,26.77,171677,56732,65343
Karnataka,2021,67.07285392043235,92.18780767519674,7.67,30139,90.08536604080571,28.94,318152,11324,50909
Karnataka,2022,71.89691257589274,88.02529103630893,12.77,28376,78.71159910947897,24.1,175289,65129,30485
Karnataka,2023,71.85472860026337,80.50946564502964,19.83,29966,86.6144737019449,24.92,389564,71629,81040
Karnataka,2024,71.27359718093585,84.22150225527878,15.71,34713,78.23808286028826,14.47,264821,77641,51395
Gujarat,2010,84.1268863450781,93.61030181408694,6.13,14672,73.14554883087766,11.51,221726,27640,67528
Gujarat,2011,86.31765544630477,86.64954606132696,13.18,15611,69.56702912615317,21.69,300159,51430,39504
Gujarat,2012,86.13318158412176,94.59415834618761,5.62,15753,65.42307828468263,16.71,159337,56427,76529
Gujarat,2013,87.219577086805,83.47857824810886,16.56,16730,70.68663041175307,17.21,154835,30159,62605
Gujarat,2014,87.04029115902149,83.90309429596564,15.8,17823,60.984703149257435,12.66,272402,55445,20713
Gujarat,2015,88.07468989546167,88.63718429484118,11.28,20389,86.41096215843787,11.65,208141,33793,71570
Gujarat,2016,88.33623265003216,80.43928851485958,19.6,19253,78.15223993376522,17.62,170309,16970,87474
Gujarat,2017,90.61497674270052,79.88563295279259,19.05,18352,64.45643928941486,12.68,150404,50943,62926
Gujarat,2018,93.43434681463994,92.41908405739434,7.81,24270,73.03207007339314,25.38,160916,14809,47201
Gujarat,2019,91.46016091938561,83.1301393876416,16.38,20463,72.63542273989916,15.03,203932,27100,72091
Gujarat,2020,90.98284562926473,89.50333379839712,9.92,23998,62.8826136679853,23.43,339089,71877,58125
Gujarat,2021,96.75540413657988,83.77632782644464,15.38,26458,67.07166402485637,29.36,275917,34285,52626
Gujarat,2022,94.2367443602761,81.11305375106606,17.99,20913,76.97895770090152,24.08,203682,69494,80215
Gujarat,2023,90.2057340133809,84.58227624844386,14.74,26540,82.21833210697105,17.84,304458,71886,68413
Gujarat,2024,96.52217012143907,93.30548952118475,6.34,24592,91.42238564794494,25.93,395897,65479,34963
Uttar Pradesh,2010,60.82875400598216,84.11662956876329,16.86,8550,90.67599726832084,16.83,287326,27144,39214
Uttar Pradesh,2011,62.76627310217083,82.0170601620524,17.72,9147,83.01274957243113,16.91,364879,43434,84724
Uttar Pradesh,2012,64.58335256841379,89.11887505313402,10.97,9863,98.22100817587297,26.44,368577,46668,38061
Uttar Pradesh,2013,62.7945167848924,82.01024069325317,18.19,11017,88.36080589516007,20.07,262428,33624,38321
Uttar Pradesh,2014,65.6845928560227,89.48553259310792,10.58,10779,79.91360528994002,27.47,300334,62796,19432
Uttar Pradesh,2015,64.56714766575703,92.05127826963701,7.91,13669,97.38058111054151,17.41,261317,18717,43699
Uttar Pradesh,2016,66.10253948485563,86.34235311820038,13.06,14689,91.78034770054094,10.73,392999,15126,20122
Uttar Pradesh,2017,69.38598285790714,88.40546377413962,12.32,14657,88.44637249974583,20.65,316926,56271,88688
Uttar Pradesh,2018,70.17983026613467,83.63359832181895,17.27,15708,84.5986042622807,26.81,287301,66793,62915
Uttar Pradesh,2019,68.2851543730598,84.29867065293865,14.86,16036,105.06598157118803,19.59,287443,36069,27910
Uttar Pradesh,2020,72.56784190539499,85.9579857045568,13.53,14443,77.33656081987775,15.68,344053,64553,63447
Uttar Pradesh,2021,71.26891598671085,85.2000948288115,14.66,21646,75.44978378662819,12.04,266421,11605,86158
Uttar Pradesh,2022,71.64538906312774,92.2777311025449,7.24,15288,100.38665007227776,26.12,366727,37446,28046
Uttar Pradesh,2023,67.78828090388951,80.52298277672793,19.73,21392,99.38585929479129,10.11,281189,23234,68441
Uttar Pradesh,2024,73.7070649667519,88.2058638987967,11.43,18294,97.81347807207561,25.39,287541,40105,57101
Rajasthan,2010,78.25242581654872,91.6925280339033,9.39,10394,104.65134664359132,28.64,255292,57362,35128
Rajasthan,2011,79.33779141177412,87.4052742971718,13.19,11278,96.90174315563435,20.98,189809,15287,49387
Rajasthan,2012,78.51282556406004,90.32628701531611,9.78,12458,91.74283970177768,18.24,374861,52078,27219
Rajasthan,2013,81.00376787042354,82.37349313165987,18.14,13428,127.30609683207602,28.77,234555,15415,51159
Rajasthan,2014,81.36679712152053,93.18295021217865,7.37,12785,97.48736264992691,13.27,236740,25524,34282
Rajasthan,2015,82.74008057940979,87.56802625597088,12.15,14149,105.99746547468811,27.54,365128,53303,74207
Rajasthan,2016,82.21519824003919,85.24189137772902,14.35,15337,109.73468412782137,20.05,300168,77728,49016
Rajasthan,2017,83.40203052223204,88.01907153148483,12.02,14220,97.92856199732792,14.58,161302,77506,56157
Rajasthan,2018,86.80308032646455,89.85081806224898,10.58,16269,105.60248762719617,22.4,209379,35053,24446
Rajasthan,2019,85.87277386456086,95.0395301993267,5.03,19634,99.28790325213521,24.14,182154,12336,82779
Rajasthan,2020,87.03314212400186,90.6515017589045,8.56,21531,109.44377196451622,12.21,221907,74435,55631
Rajasthan,2021,87.14321113490547,87.69858777802457,11.9,19639,92.78214660043342,18.18,284828,30609,31478
Rajasthan,2022,88.58180705473671,88.44301356820282,11.52,22409,111.65165067652367,29.18,390487,22999,70318
Rajasthan,2023,88.4251950980371,94.17216719783708,5.79,18289,104.74793583783001,21.72,275885,27368,30328
Rajasthan,2024,84.90581852039733,94.0662710883949,6.92,26528,116.16733997954795,28.45,254263,10126,67329
Kerala,2010,79.09499448505893,80.8670060288005,18.44,12493,60.70046557404885,28.21,184560,32116,51244
Kerala,2011,79.77060196866645,83.04279462091795,17.21,13579,37.4144844357945,14.55,344446,78244,26694
Kerala,2012,81.15932358525235,85.77455655416415,14.97,14617,40.469857732590384,10.09,163224,50738,40150
Kerala,2013,81.93045972397063,94.0857248727114,7.05,15931,41.28273374483063,28.37,287855,51914,85507
Kerala,2014,83.69225984098543,83.51780128840802,16.28,16110,28.79137156083368,13.31,169956,56240,52148
Kerala,2015,84.15847720225537,89.72571472636011,10.52,15039,43.4743697038394,29.22,330912,62853,39917
Kerala,2016,82.473090255122,95.23488017859933,5.05,17602,56.936707072769146,21.91,323021,12482,39442
Kerala,2017,87.28656231879333,85.33774086577664,14.76,18287,37.40778934542197,26.73,370178,28449,48536
Kerala,2018,87.80482109609905,86.75057739938035,13.2,19429,68.36019526217606,18.82,176737,21485,53565
Kerala,2019,88.54634892799788,81.75798769475003,18.46,19099,57.853555474935874,15.45,281026,62603,41399
Kerala,2020,89.51385846290515,88.61387695739015,10.12,17682,55.77473707403298,14.44,393671,40678,78230
Kerala,2021,84.14456192396575,81.90103474503132,18.44,24152,58.34040479355409,14.76,214929,44911,46821
Kerala,2022,89.78661626554509,92.16308895183097,7.9,26579,40.829522722045645,28.89,277157,76358,32327
Kerala,2023,85.97303749680047,89.38876255161087,10.5,25689,58.933530913599,24.08,323952,33236,30358
Kerala,2024,90.07147154738185,89.87343109785978,11.15,22120,61.04939508812245,22.48,359829,11279,78197
West Bengal,2010,69.93625749974254,91.36253299060472,8.3,18332,66.65524208341638,19.42,318671,61920,43529
West Bengal,2011,70.69565007309632,83.82846200546749,15.97,19211,69.72582827131112,22.67,210774,33752,70029
West Bengal,2012,71.28902555072038,87.32577665110236,13.67,19518,70.8213462856973,23.66,206133,71268,53243
West Bengal,2013,71.86042223747222,80.59396934757508,18.99,20683,72.06392293675435,19.95,359483,11622,63756
West Bengal,2014,70.19947113292362,81.77494235853173,17.95,22852,64.11424299666184,22.01,197924,69052,26664
